object_type,schema_name,object_name,parent_object,extra_info,owner,comment
column,public,marca,produtos,character varying(100) default null,null,null
column,public,grupo,produtos,character varying(100) default null,null,null
column,public,unidade,produtos,character varying(10) default null,null,null
column,public,estoque_inicial,produtos,integer default null,null,null
column,public,estoque_atual,produtos,integer default null,null,null
column,public,peso,produtos,"numeric(10,3) default null",null,null
column,public,preco_compra,produtos,"numeric(12,2) default null",null,null
column,public,custos_percent,produtos,"numeric(7,4) default null",null,null
column,public,preco_custo,produtos,"numeric(12,2) default null",null,null
column,public,lucro_percent,produtos,"numeric(7,4) default null",null,null
column,public,preco_venda,produtos,"numeric(12,2) default null",null,null
column,public,qtd_atacado,produtos,integer default null,null,null
column,public,preco_atacado,produtos,"numeric(12,2) default null",null,null
column,public,comissao_percent,produtos,"numeric(7,4) default null",null,null
column,public,desconto_percent,produtos,"numeric(7,4) default null",null,null
column,public,cfop_interno,produtos,character(4) default null,null,null
column,public,cst_icms_interno,produtos,character(3) default null,null,null
column,public,csosn_interno,produtos,character(3) default null,null,null
column,public,aliquota_icms_interno,produtos,"numeric(7,4) default null",null,null
column,public,cfop_externo,produtos,character(4) default null,null,null
column,public,cst_icms_externo,produtos,character(3) default null,null,null
column,public,csosn_externo,produtos,character(3) default null,null,null
column,public,aliquota_icms_externo,produtos,"numeric(7,4) default null",null,null
column,public,cst_pis_entrada,produtos,character(2) default null,null,null
column,public,cst_pis_saida,produtos,character(2) default null,null,null
column,public,aliquota_pis_percent,produtos,"numeric(7,4) default null",null,null
column,public,aliquota_cofins_percent,produtos,"numeric(7,4) default null",null,null
column,public,cst_ipi,produtos,character(2) default null,null,null
column,public,aliquota_ipi_percent,produtos,"numeric(7,4) default null",null,null
column,public,fcp_percent,produtos,"numeric(7,4) default null",null,null
column,public,mva_percent,produtos,"numeric(7,4) default null",null,null
column,public,base_reduzida_percent,produtos,"numeric(7,4) default null",null,null
column,public,ncm,produtos,character varying(10) default null,null,null
column,public,descricao_ncm,produtos,text default null,null,null
column,public,cest,produtos,character(7) default null,null,null
column,public,ativo,produtos,boolean default true,null,null
column,public,permite_venda,produtos,boolean default true,null,null
column,public,paga_comissao,produtos,boolean default false,null,null
column,public,preco_variavel,produtos,boolean default false,null,null
column,public,composicao,produtos,boolean default false,null,null
column,public,servico,produtos,boolean default false,null,null
column,public,grade,produtos,boolean default false,null,null
column,public,usar_tabela_preco,produtos,boolean default false,null,null
column,public,combustivel,produtos,boolean default false,null,null
column,public,usa_imei,produtos,boolean default false,null,null
column,public,controle_estoque_por_grade,produtos,boolean default false,null,null
column,public,mostrar_no_app,produtos,boolean default false,null,null
column,public,importado_via_xml,produtos,boolean default false,null,Indica se o produto foi importado de um XML de NF-e
column,public,xml_chave,produtos,text default null,null,null
column,public,xml_numero,produtos,text default null,null,null
column,public,xml_serie,produtos,text default null,null,null
column,public,xml_emissao,produtos,timestamp with time zone default null,null,null
column,public,fornecedor_id,produtos,uuid default null,null,ID do fornecedor (cliente com flag_fornecedor=true)
column,public,data_importacao,produtos,timestamp with time zone default null,null,Data/hora da última importação via XML
column,public,xml_chave_nfe,produtos,character varying(44) default null,null,Chave de acesso da NF-e de origem (44 dígitos)
column,public,xml_numero_nfe,produtos,character varying(20) default null,null,Número da NF-e de origem
column,public,codigo_empresa,idx_produtos_codigo_empresa,character varying(10) default null,null,null
column,public,codigo_empresa,ux_produtos_empresa_codigo_produto,character varying(10) default null,null,null
column,public,lower,ux_produtos_empresa_codigo_produto,text default null,null,null
column,public,id,compras_pkey,uuid default null,null,null
column,public,importado_via_xml,idx_produtos_importado_via_xml,boolean default null,null,null
column,public,codigo_empresa,idx_produtos_codigo_empresa,character varying(10) default null,null,null
column,public,codigo_empresa,ux_produtos_empresa_codigo_produto,character varying(10) default null,null,null
column,public,lower,ux_produtos_empresa_codigo_produto,text default null,null,null
column,public,id,compras_pkey,uuid default null,null,null
column,public,importado_via_xml,idx_produtos_importado_via_xml,boolean default null,null,null
column,public,fornecedor_id,idx_produtos_fornecedor,uuid default null,null,null
column,public,importado_via_xml,idx_produtos_importados,boolean default null,null,null
column,public,codigo_empresa,idx_compras_empresa,integer default null,null,null
column,public,fornecedor_id,idx_compras_fornecedor,uuid default null,null,null
column,public,data_emissao,idx_compras_data_emissao,timestamp with time zone default null,null,null
column,public,chave_nfe,idx_compras_chave_nfe,character varying(44) default null,null,null
column,public,id,movimentos_saldo_pkey,uuid default null,null,null
column,public,codigo_empresa,idx_mov_saldo_empresa,text default null,null,null
column,public,cliente_id,idx_mov_saldo_cliente,uuid default null,null,null
column,public,agendamento_id,idx_mov_saldo_agendamento,uuid default null,null,null
column,public,id,movimentos_saldo,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,movimentos_saldo,text default null,null,null
column,public,cliente_id,movimentos_saldo,uuid default null,null,null
column,public,agendamento_id,movimentos_saldo,uuid default null,null,null
column,public,tipo,movimentos_saldo,text default null,null,null
column,public,valor,movimentos_saldo,"numeric(12,2) default null",null,null
column,public,motivo,movimentos_saldo,text default null,null,null
column,public,created_at,movimentos_saldo,timestamp with time zone default now(),null,null
column,public,selecionado_na_importacao,idx_compras_itens_selecionado,boolean default null,null,null
column,public,id,comanda_clientes,uuid default gen_random_uuid(),null,null
column,public,comanda_id,comanda_clientes,uuid default null,null,null
column,public,cliente_id,comanda_clientes,uuid default null,null,null
column,public,nome_livre,comanda_clientes,text default null,null,null
column,public,codigo_empresa,comanda_clientes,text default null,null,null
column,public,created_at,comanda_clientes,timestamp with time zone default now(),null,null
column,public,id,caixa_sessoes,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,caixa_sessoes,text default get_my_company_code(),null,null
column,public,usuario_id,caixa_sessoes,uuid default null,null,null
column,public,aberto_em,caixa_sessoes,timestamp with time zone default now(),null,null
column,public,fechado_em,caixa_sessoes,timestamp with time zone default null,null,null
column,public,status,caixa_sessoes,text default 'open'::text,null,null
column,public,saldo_inicial,caixa_sessoes,"numeric(12,2) default 0",null,null
column,public,saldo_final,caixa_sessoes,"numeric(12,2) default null",null,null
column,public,observacao,caixa_sessoes,text default null,null,null
column,public,created_at,caixa_sessoes,timestamp with time zone default now(),null,null
column,public,updated_at,caixa_sessoes,timestamp with time zone default now(),null,null
column,public,id,comanda_clientes,uuid default gen_random_uuid(),null,null
column,public,comanda_id,comanda_clientes,uuid default null,null,null
column,public,cliente_id,comanda_clientes,uuid default null,null,null
column,public,nome_livre,comanda_clientes,text default null,null,null
column,public,codigo_empresa,comanda_clientes,text default null,null,null
column,public,created_at,comanda_clientes,timestamp with time zone default now(),null,null
column,public,id,caixa_sessoes,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,caixa_sessoes,text default get_my_company_code(),null,null
column,public,usuario_id,caixa_sessoes,uuid default null,null,null
column,public,aberto_em,caixa_sessoes,timestamp with time zone default now(),null,null
column,public,fechado_em,caixa_sessoes,timestamp with time zone default null,null,null
column,public,status,caixa_sessoes,text default 'open'::text,null,null
column,public,saldo_inicial,caixa_sessoes,"numeric(12,2) default 0",null,null
column,public,saldo_final,caixa_sessoes,"numeric(12,2) default null",null,null
column,public,observacao,caixa_sessoes,text default null,null,null
column,public,created_at,caixa_sessoes,timestamp with time zone default now(),null,null
column,public,updated_at,caixa_sessoes,timestamp with time zone default now(),null,null
column,public,comanda_id,idx_pagamentos_comanda_id,uuid default null,null,null
column,public,comanda_id,idx_pagamentos_comanda,uuid default null,null,null
column,public,id,quadras_dias_funcionamento,uuid default gen_random_uuid(),null,null
column,public,quadra_id,quadras_dias_funcionamento,uuid default null,null,null
column,public,codigo_empresa,quadras_dias_funcionamento,text default null,null,null
column,public,tipo,quadras_dias_funcionamento,character varying(20) default null,null,Tipo de configuração: dia_semana ou data_fechamento
column,public,dia_semana,quadras_dias_funcionamento,integer default null,null,"Dia da semana (0=domingo, 1=segunda, ..., 6=sábado)"
column,public,data_fechamento,quadras_dias_funcionamento,date default null,null,Data específica de fechamento
column,public,funciona,quadras_dias_funcionamento,boolean default true,null,"Se a quadra funciona neste dia/data (true=aberta, false=fechada)"
column,public,observacao,quadras_dias_funcionamento,text default null,null,null
column,public,created_at,quadras_dias_funcionamento,timestamp with time zone default now(),null,null
column,public,updated_at,quadras_dias_funcionamento,timestamp with time zone default now(),null,null
column,public,id,quadras_dias_funcionamento,uuid default gen_random_uuid(),null,null
column,public,quadra_id,quadras_dias_funcionamento,uuid default null,null,null
column,public,codigo_empresa,quadras_dias_funcionamento,text default null,null,null
column,public,tipo,quadras_dias_funcionamento,character varying(20) default null,null,Tipo de configuração: dia_semana ou data_fechamento
column,public,dia_semana,quadras_dias_funcionamento,integer default null,null,"Dia da semana (0=domingo, 1=segunda, ..., 6=sábado)"
column,public,data_fechamento,quadras_dias_funcionamento,date default null,null,Data específica de fechamento
column,public,funciona,quadras_dias_funcionamento,boolean default true,null,"Se a quadra funciona neste dia/data (true=aberta, false=fechada)"
column,public,observacao,quadras_dias_funcionamento,text default null,null,null
column,public,created_at,quadras_dias_funcionamento,timestamp with time zone default now(),null,null
column,public,updated_at,quadras_dias_funcionamento,timestamp with time zone default now(),null,null
column,public,produto_id,idx_compras_itens_produto,uuid default null,null,null
column,public,id,contas_receber,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,contas_receber,text default null,null,null
column,public,cliente_id,contas_receber,uuid default null,null,null
column,public,origem_tipo,contas_receber,text default null,null,null
column,public,origem_id,contas_receber,uuid default null,null,null
column,public,descricao,contas_receber,text default null,null,null
column,public,valor_total,contas_receber,"numeric(12,2) default null",null,null
column,public,valor_aberto,contas_receber,"numeric(12,2) default null",null,null
column,public,data_emissao,contas_receber,date default null,null,null
column,public,data_vencimento,contas_receber,date default null,null,null
column,public,status,contas_receber,text default 'aberto'::text,null,null
column,public,observacoes,contas_receber,text default null,null,null
column,public,criado_em,contas_receber,timestamp with time zone default now(),null,null
column,public,atualizado_em,contas_receber,timestamp with time zone default now(),null,null
column,public,id,contas_receber,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,contas_receber,text default null,null,null
column,public,cliente_id,contas_receber,uuid default null,null,null
column,public,origem_tipo,contas_receber,text default null,null,null
column,public,origem_id,contas_receber,uuid default null,null,null
column,public,descricao,contas_receber,text default null,null,null
column,public,valor_total,contas_receber,"numeric(12,2) default null",null,null
column,public,valor_aberto,contas_receber,"numeric(12,2) default null",null,null
column,public,data_emissao,contas_receber,date default null,null,null
column,public,data_vencimento,contas_receber,date default null,null,null
column,public,status,contas_receber,text default 'aberto'::text,null,null
column,public,observacoes,contas_receber,text default null,null,null
column,public,criado_em,contas_receber,timestamp with time zone default now(),null,null
column,public,atualizado_em,contas_receber,timestamp with time zone default now(),null,null
column,public,status,idx_compras_status,character varying(20) default null,null,null
column,public,id,contas_receber_baixas_pkey,uuid default null,null,null
column,public,id,compras_itens_pkey,uuid default null,null,null
column,public,compra_id,idx_compras_itens_compra,uuid default null,null,null
column,public,codigo_empresa,idx_cr_baixas_empresa_conta,text default null,null,null
column,public,conta_id,idx_cr_baixas_empresa_conta,uuid default null,null,null
column,public,codigo_empresa,idx_cr_baixas_empresa_data,text default null,null,null
column,public,data_baixa,idx_cr_baixas_empresa_data,date default null,null,null
column,public,caixa_sessao_id,idx_caixa_resumos_sessao_criado_em,uuid default null,null,null
column,public,criado_em,idx_caixa_resumos_sessao_criado_em,timestamp with time zone default null,null,null
column,public,inicio,agendamentos_inicio_idx,timestamp with time zone default null,null,null
column,public,codigo_empresa,agendamento_participantes_empresa_idx,character varying(10) default null,null,null
column,public,agendamento_id,agendamento_participantes_agendamento_idx,uuid default null,null,null
column,public,caixa_sessao_id,idx_caixa_resumos_sessao_criado_em,uuid default null,null,null
column,public,criado_em,idx_caixa_resumos_sessao_criado_em,timestamp with time zone default null,null,null
column,public,inicio,agendamentos_inicio_idx,timestamp with time zone default null,null,null
column,public,codigo_empresa,agendamento_participantes_empresa_idx,character varying(10) default null,null,null
column,public,agendamento_id,agendamento_participantes_agendamento_idx,uuid default null,null,null
column,public,id,contas_receber_baixas,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,contas_receber_baixas,text default null,null,null
column,public,conta_id,contas_receber_baixas,uuid default null,null,null
column,public,data_baixa,contas_receber_baixas,date default null,null,null
column,public,valor_baixa,contas_receber_baixas,"numeric(12,2) default null",null,null
column,public,finalizadora_id,contas_receber_baixas,uuid default null,null,null
column,public,pagamento_id,contas_receber_baixas,uuid default null,null,null
column,public,observacao,contas_receber_baixas,text default null,null,null
column,public,criado_em,contas_receber_baixas,timestamp with time zone default now(),null,null
column,auth,id,oauth_authorizations,uuid default null,null,null
column,auth,authorization_id,oauth_authorizations,text default null,null,null
column,auth,client_id,oauth_authorizations,uuid default null,null,null
column,auth,user_id,oauth_authorizations,uuid default null,null,null
column,auth,redirect_uri,oauth_authorizations,text default null,null,null
column,auth,scope,oauth_authorizations,text default null,null,null
column,auth,state,oauth_authorizations,text default null,null,null
column,auth,resource,oauth_authorizations,text default null,null,null
column,auth,code_challenge,oauth_authorizations,text default null,null,null
column,auth,code_challenge_method,oauth_authorizations,auth.code_challenge_method default null,null,null
column,auth,response_type,oauth_authorizations,auth.oauth_response_type default 'code'::auth.oauth_response_type,null,null
column,auth,status,oauth_authorizations,auth.oauth_authorization_status default 'pending'::auth.oauth_authorization_status,null,null
column,auth,authorization_code,oauth_authorizations,text default null,null,null
column,auth,created_at,oauth_authorizations,timestamp with time zone default now(),null,null
column,auth,expires_at,oauth_authorizations,timestamp with time zone default (now() + '00:03:00'::interval),null,null
column,auth,approved_at,oauth_authorizations,timestamp with time zone default null,null,null
column,auth,nonce,oauth_authorizations,text default null,null,null
column,public,id,compras,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,compras,integer default null,null,null
column,public,fornecedor_id,compras,uuid default null,null,null
column,public,chave_nfe,compras,character varying(44) default null,null,Chave de acesso única da NF-e (44 dígitos)
column,public,numero_nfe,compras,character varying(20) default null,null,null
column,public,serie_nfe,compras,character varying(10) default null,null,null
column,public,data_emissao,compras,timestamp with time zone default null,null,null
column,public,data_entrada,compras,timestamp with time zone default now(),null,null
column,public,tipo_operacao,compras,character varying(20) default 'Entrada'::character varying,null,null
column,public,natureza_operacao,compras,character varying(100) default null,null,null
column,public,valor_produtos,compras,"numeric(15,2) default 0",null,null
column,public,valor_frete,compras,"numeric(15,2) default 0",null,null
column,public,valor_seguro,compras,"numeric(15,2) default 0",null,null
column,public,valor_desconto,compras,"numeric(15,2) default 0",null,null
column,public,valor_outras_despesas,compras,"numeric(15,2) default 0",null,null
column,public,valor_total,compras,"numeric(15,2) default 0",null,null
column,public,valor_icms,compras,"numeric(15,2) default 0",null,null
column,public,valor_ipi,compras,"numeric(15,2) default 0",null,null
column,public,valor_pis,compras,"numeric(15,2) default 0",null,null
column,public,valor_cofins,compras,"numeric(15,2) default 0",null,null
column,public,status,compras,character varying(20) default 'processada'::character varying,null,null
column,public,observacoes,compras,text default null,null,null
column,public,xml_completo,compras,text default null,null,XML completo da NF-e para auditoria (opcional)
column,public,criado_em,compras,timestamp with time zone default now(),null,null
column,public,atualizado_em,compras,timestamp with time zone default now(),null,null
column,public,criado_por,compras,uuid default null,null,null
column,public,forma_pagamento,compras,character varying(100) default null,null,"Forma de pagamento da NF-e (Dinheiro, PIX, Cartão, etc)"
column,public,ativo,compras,boolean default true,null,Indicates if the purchase is active (true) or soft deleted (false)
column,public,motivo_inativacao,compras,text default null,null,Reason for inactivating the purchase
column,public,inativado_em,compras,timestamp with time zone default null,null,Timestamp when the purchase was inativated
column,public,inativado_por,compras,uuid default null,null,User who inactivated the purchase
column,public,modelo_nfe,compras,character(2) default null,null,"Modelo da NF-e/NFC-e: 55 = NF-e, 65 = NFC-e"
column,public,id,compras_itens,uuid default gen_random_uuid(),null,null
column,public,compra_id,compras_itens,uuid default null,null,null
column,public,produto_id,compras_itens,uuid default null,null,null
column,public,codigo_produto_xml,compras_itens,character varying(60) default null,null,Código do produto conforme consta no XML
column,public,nome_produto_xml,compras_itens,character varying(255) default null,null,null
column,public,ean_xml,compras_itens,character varying(14) default null,null,null
column,public,ncm_xml,compras_itens,character varying(8) default null,null,null
column,public,cfop_xml,compras_itens,character varying(4) default null,null,null
column,public,unidade_xml,compras_itens,character varying(6) default null,null,null
column,public,quantidade,compras_itens,"numeric(15,4) default null",null,null
column,public,valor_unitario,compras_itens,"numeric(15,4) default null",null,null
column,public,valor_total,compras_itens,"numeric(15,2) default null",null,null
column,public,valor_desconto,compras_itens,"numeric(15,2) default 0",null,null
column,public,valor_frete,compras_itens,"numeric(15,2) default 0",null,null
column,public,valor_seguro,compras_itens,"numeric(15,2) default 0",null,null
column,public,valor_outras_despesas,compras_itens,"numeric(15,2) default 0",null,null
column,public,icms_aliquota,compras_itens,"numeric(5,2) default null",null,null
column,public,icms_valor,compras_itens,"numeric(15,2) default null",null,null
column,public,ipi_aliquota,compras_itens,"numeric(5,2) default null",null,null
column,public,ipi_valor,compras_itens,"numeric(15,2) default null",null,null
column,public,pis_aliquota,compras_itens,"numeric(5,2) default null",null,null
column,public,pis_valor,compras_itens,"numeric(15,2) default null",null,null
column,public,cofins_aliquota,compras_itens,"numeric(5,2) default null",null,null
column,public,cofins_valor,compras_itens,"numeric(15,2) default null",null,null
column,public,vinculado_manualmente,compras_itens,boolean default false,null,Indica se o produto foi vinculado manualmente pelo usuário
column,public,observacoes,compras_itens,text default null,null,null
column,public,criado_em,compras_itens,timestamp with time zone default now(),null,null
column,public,selecionado_na_importacao,compras_itens,boolean default true,null,Indica se este produto foi selecionado pelo usuário durante a importação original do XML. Usado para manter consistência no reprocessamento.
column,public,id,compras,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,compras,integer default null,null,null
column,public,fornecedor_id,compras,uuid default null,null,null
column,public,chave_nfe,compras,character varying(44) default null,null,Chave de acesso única da NF-e (44 dígitos)
column,public,numero_nfe,compras,character varying(20) default null,null,null
column,public,serie_nfe,compras,character varying(10) default null,null,null
column,public,data_emissao,compras,timestamp with time zone default null,null,null
column,public,data_entrada,compras,timestamp with time zone default now(),null,null
column,public,tipo_operacao,compras,character varying(20) default 'Entrada'::character varying,null,null
column,public,natureza_operacao,compras,character varying(100) default null,null,null
column,public,valor_produtos,compras,"numeric(15,2) default 0",null,null
column,public,valor_frete,compras,"numeric(15,2) default 0",null,null
column,public,valor_seguro,compras,"numeric(15,2) default 0",null,null
column,public,valor_desconto,compras,"numeric(15,2) default 0",null,null
column,public,valor_outras_despesas,compras,"numeric(15,2) default 0",null,null
column,public,valor_total,compras,"numeric(15,2) default 0",null,null
column,public,valor_icms,compras,"numeric(15,2) default 0",null,null
column,public,valor_ipi,compras,"numeric(15,2) default 0",null,null
column,public,valor_pis,compras,"numeric(15,2) default 0",null,null
column,public,valor_cofins,compras,"numeric(15,2) default 0",null,null
column,public,status,compras,character varying(20) default 'processada'::character varying,null,null
column,public,observacoes,compras,text default null,null,null
column,public,xml_completo,compras,text default null,null,XML completo da NF-e para auditoria (opcional)
column,public,criado_em,compras,timestamp with time zone default now(),null,null
column,public,atualizado_em,compras,timestamp with time zone default now(),null,null
column,public,criado_por,compras,uuid default null,null,null
column,public,forma_pagamento,compras,character varying(100) default null,null,"Forma de pagamento da NF-e (Dinheiro, PIX, Cartão, etc)"
column,public,ativo,compras,boolean default true,null,Indicates if the purchase is active (true) or soft deleted (false)
column,public,motivo_inativacao,compras,text default null,null,Reason for inactivating the purchase
column,public,inativado_em,compras,timestamp with time zone default null,null,Timestamp when the purchase was inativated
column,public,inativado_por,compras,uuid default null,null,User who inactivated the purchase
column,public,modelo_nfe,compras,character(2) default null,null,"Modelo da NF-e/NFC-e: 55 = NF-e, 65 = NFC-e"
column,public,id,compras_itens,uuid default gen_random_uuid(),null,null
column,public,compra_id,compras_itens,uuid default null,null,null
column,public,produto_id,compras_itens,uuid default null,null,null
column,public,codigo_produto_xml,compras_itens,character varying(60) default null,null,Código do produto conforme consta no XML
column,public,nome_produto_xml,compras_itens,character varying(255) default null,null,null
column,public,ean_xml,compras_itens,character varying(14) default null,null,null
column,public,ncm_xml,compras_itens,character varying(8) default null,null,null
column,public,cfop_xml,compras_itens,character varying(4) default null,null,null
column,public,unidade_xml,compras_itens,character varying(6) default null,null,null
column,public,quantidade,compras_itens,"numeric(15,4) default null",null,null
column,public,valor_unitario,compras_itens,"numeric(15,4) default null",null,null
column,public,valor_total,compras_itens,"numeric(15,2) default null",null,null
column,public,valor_desconto,compras_itens,"numeric(15,2) default 0",null,null
column,public,valor_frete,compras_itens,"numeric(15,2) default 0",null,null
column,public,valor_seguro,compras_itens,"numeric(15,2) default 0",null,null
column,public,valor_outras_despesas,compras_itens,"numeric(15,2) default 0",null,null
column,public,icms_aliquota,compras_itens,"numeric(5,2) default null",null,null
column,public,icms_valor,compras_itens,"numeric(15,2) default null",null,null
column,public,ipi_aliquota,compras_itens,"numeric(5,2) default null",null,null
column,public,ipi_valor,compras_itens,"numeric(15,2) default null",null,null
column,public,pis_aliquota,compras_itens,"numeric(5,2) default null",null,null
column,public,pis_valor,compras_itens,"numeric(15,2) default null",null,null
column,public,cofins_aliquota,compras_itens,"numeric(5,2) default null",null,null
column,public,cofins_valor,compras_itens,"numeric(15,2) default null",null,null
column,public,vinculado_manualmente,compras_itens,boolean default false,null,Indica se o produto foi vinculado manualmente pelo usuário
column,public,observacoes,compras_itens,text default null,null,null
column,public,criado_em,compras_itens,timestamp with time zone default now(),null,null
column,public,selecionado_na_importacao,compras_itens,boolean default true,null,Indica se este produto foi selecionado pelo usuário durante a importação original do XML. Usado para manter consistência no reprocessamento.
column,public,agendamento_id,idx_agp_agendamento,uuid default null,null,null
column,public,finalizadora_id,idx_agp_finalizadora,uuid default null,null,null
column,public,codigo_empresa,finalizadoras_empresa_nome_unique,text default null,null,null
column,public,nome,finalizadoras_empresa_nome_unique,text default null,null,null
column,public,agendamento_id,v_agendamentos_detalhado,uuid default null,null,null
column,public,agendamento_codigo,v_agendamentos_detalhado,bigint default null,null,null
column,public,codigo_empresa,v_agendamentos_detalhado,text default null,null,null
column,public,inicio,v_agendamentos_detalhado,timestamp with time zone default null,null,null
column,public,fim,v_agendamentos_detalhado,timestamp with time zone default null,null,null
column,public,modalidade,v_agendamentos_detalhado,character varying(100) default null,null,null
column,public,agendamento_status,v_agendamentos_detalhado,character varying(20) default null,null,null
column,public,valor_total_agendamento,v_agendamentos_detalhado,"numeric(10,2) default null",null,null
column,public,agendamento_criado_em,v_agendamentos_detalhado,timestamp with time zone default null,null,null
column,public,quadra_id,v_agendamentos_detalhado,uuid default null,null,null
column,public,quadra_nome,v_agendamentos_detalhado,character varying(255) default null,null,null
column,public,participante_id,v_agendamentos_detalhado,uuid default null,null,null
column,public,cliente_id,v_agendamentos_detalhado,uuid default null,null,null
column,public,participante_nome,v_agendamentos_detalhado,text default null,null,null
column,public,valor_cota,v_agendamentos_detalhado,"numeric(10,2) default null",null,null
column,public,status_pagamento,v_agendamentos_detalhado,payment_status default null,null,null
column,public,pago_em,v_agendamentos_detalhado,timestamp with time zone default null,null,null
column,public,metodo_pagamento,v_agendamentos_detalhado,text default null,null,null
column,public,participante_criado_em,v_agendamentos_detalhado,timestamp with time zone default null,null,null
column,public,participante_atualizado_em,v_agendamentos_detalhado,timestamp with time zone default null,null,null
column,public,cliente_nome_completo,v_agendamentos_detalhado,character varying(255) default null,null,null
column,public,cliente_cpf,v_agendamentos_detalhado,character varying(14) default null,null,null
column,public,cliente_telefone,v_agendamentos_detalhado,character varying(20) default null,null,null
column,public,cliente_email,v_agendamentos_detalhado,character varying(255) default null,null,null
column,public,finalizadora_id,v_agendamentos_detalhado,uuid default null,null,null
column,public,finalizadora_nome,v_agendamentos_detalhado,text default null,null,null
column,public,finalizadora_tipo,v_agendamentos_detalhado,text default null,null,null
column,public,finalizadora_taxa,v_agendamentos_detalhado,"numeric(8,4) default null",null,null
column,public,valor_pago,v_agendamentos_detalhado,numeric default null,null,null
column,public,valor_pendente,v_agendamentos_detalhado,numeric default null,null,null
column,public,duracao_minutos,v_agendamentos_detalhado,numeric default null,null,null
column,public,status_pagamento_legivel,v_agendamentos_detalhado,text default null,null,null
column,public,xml_chave,idx_produtos_xml_chave,text default null,null,null
column,auth,authorization_id,oauth_authorizations_authorization_id_key,text default null,null,null
column,auth,authorization_code,oauth_authorizations_authorization_code_key,text default null,null,null
column,auth,expires_at,oauth_auth_pending_exp_idx,timestamp with time zone default null,null,null
column,auth,id,oauth_consents_pkey,uuid default null,null,null
column,auth,id,oauth_authorizations_pkey,uuid default null,null,null
column,auth,user_id,oauth_consents_user_client_unique,uuid default null,null,null
column,auth,client_id,oauth_consents_user_client_unique,uuid default null,null,null
column,auth,id,oauth_consents,uuid default null,null,null
column,auth,user_id,oauth_consents,uuid default null,null,null
column,auth,client_id,oauth_consents,uuid default null,null,null
column,auth,scopes,oauth_consents,text default null,null,null
column,auth,granted_at,oauth_consents,timestamp with time zone default now(),null,null
column,auth,revoked_at,oauth_consents,timestamp with time zone default null,null,null
column,auth,user_id,oauth_consents_active_user_client_idx,uuid default null,null,null
column,auth,client_id,oauth_consents_active_user_client_idx,uuid default null,null,null
column,auth,user_id,oauth_consents_user_order_idx,uuid default null,null,null
column,auth,granted_at,oauth_consents_user_order_idx,timestamp with time zone default null,null,null
column,auth,client_id,oauth_consents_active_client_idx,uuid default null,null,null
column,auth,oauth_client_id,sessions_oauth_client_id_idx,uuid default null,null,null
column,public,id,pagamentos_pkey,uuid default null,null,null
column,public,codigo_empresa,idx_pagamentos_empresa,text default null,null,null
column,public,codigo_empresa,idx_clientes_consumidor_final,text default null,null,null
column,public,is_consumidor_final,idx_clientes_consumidor_final,boolean default null,null,null
column,realtime,id,messages_2025_12_06_pkey,uuid default null,null,null
column,realtime,inserted_at,messages_2025_12_06_pkey,timestamp without time zone default null,null,null
column,realtime,id,messages_2025_12_06_pkey,uuid default null,null,null
column,realtime,inserted_at,messages_2025_12_06_pkey,timestamp without time zone default null,null,null
column,public,id,pagamentos,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,pagamentos,text default get_my_company_code(),null,null
column,public,comanda_id,pagamentos,uuid default null,null,null
column,public,caixa_id,pagamentos,uuid default null,null,null
column,public,metodo,pagamentos,text default null,null,null
column,public,valor,pagamentos,"numeric(12,2) default null",null,null
column,public,status,pagamentos,text default 'Pago'::text,null,null
column,public,recebido_em,pagamentos,timestamp with time zone default now(),null,null
column,public,created_at,pagamentos,timestamp with time zone default now(),null,null
column,public,updated_at,pagamentos,timestamp with time zone default now(),null,null
column,public,finalizadora_id,pagamentos,uuid default null,null,null
column,public,origem,pagamentos,text default 'manual'::text,null,null
column,public,xml_chave,pagamentos,text default null,null,null
column,public,cliente_id,pagamentos,uuid default null,null,null
column,public,codigo_empresa,idx_compras_empresa_modelo_nfe,integer default null,null,null
column,public,modelo_nfe,idx_compras_empresa_modelo_nfe,character(2) default null,null,null
column,public,id,mesas,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,mesas,text default get_my_company_code(),null,null
column,public,numero,mesas,integer default null,null,null
column,public,nome,mesas,text default null,null,Nome amigável da mesa (ex.: Pátio 1)
column,public,status,mesas,mesa_status default 'available'::mesa_status,null,null
column,public,created_at,mesas,timestamp with time zone default now(),null,null
column,public,updated_at,mesas,timestamp with time zone default now(),null,null
column,public,codigo_empresa,idx_compras_empresa_modelo_nfe,integer default null,null,null
column,public,modelo_nfe,idx_compras_empresa_modelo_nfe,character(2) default null,null,null
column,public,id,mesas,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,mesas,text default get_my_company_code(),null,null
column,public,numero,mesas,integer default null,null,null
